country,year,enrollment3_5yo_rural,enrollment3_5yo_urban,enrollment6_12yo_rural,enrollment6_12_yo_urban,enrollment13_17yo_rural,enrollment13_17yo_urban,enrollment18_23yo_rural,enrollment18_23yo_urban
Uruguay,2008,54.5,78.2,97,99,66.5,83.2,24.9,42.3
Uruguay,2009,66.6,75,98,98.8,67.8,84.8,23.8,41.9
Uruguay,2010,63.2,75.6,98.7,98.9,72.8,83.4,28.1,39.9
Uruguay,2011,64.5,82.8,97.1,98.4,70.7,85.2,32.3,41.6
Uruguay,2012,64.7,85.2,98.3,99.2,74.9,85.7,32.6,41
Uruguay,2013,66,84.1,98,99.2,72.6,85.6,35,41.1
Uruguay,2014,72.7,86.3,99.3,99.2,76.3,86.4,30.2,41.5
Uruguay,2015,74.9,86,99.1,99.3,81.2,87.6,34.4,43.4
Uruguay,2016,73.8,89.1,99.4,99.3,81.7,88.8,34.4,43.9
Uruguay,2017,78.9,88.7,99.4,99.4,84.6,90.4,39.7,47.3
Uruguay,2018,75.6,89.6,99.6,99.4,87.5,90.9,36.3,47.4
Uruguay,2019,76.1,90.2,98.5,99.2,88.7,92.8,42.1,49.1
Venezuela,1989,35.42221,38.485894,91.427498,94.979114,73.787208,79.676861,27.936677,39.788255
Venezuela,1992,41.014362,46.663857,94.227289,96.261088,76.772204,81.043784,30.001565,44.887046
Venezuela,1995,50.460824,55.592976,95.907613,96.369408,77.257674,86.922382,31.745241,49.134261
Venezuela,1997,51.191365,63.809089,95.925204,97.469868,77.226857,85.26802,33.635172,50.517295
Venezuela,1998,48.763656,68.362832,95.491776,97.33143,76.77044,86.380248,33.185911,47.534163
Venezuela,1999,54.396568,69.645862,96.291421,98.341569,77.062466,82.241759,37.881297,44.654117
Venezuela,2000,53.690245,69.910812,96.26162,97.774536,78.792255,84.37581,38.845588,41.828861
Venezuela,2001,57.248072,60.168398,96.725613,97.412396,80.252344,82.231533,40.566133,37.327696
Venezuela,2002,57.786994,69.997049,96.058876,97.668202,79.851018,84.365118,40.094431,42.848019
Venezuela,2003,56.60576,60.833514,95.901079,96.643716,79.786064,84.584895,39.257748,46.684779
