country,year,all_rural,all_urban,adult25_65_rural,adult25_65_urban,male_adult25_65_rural,male_adult25_65_urban,female_adult25_65_rural,female_adult25_65_urban
Paraguay,2003,4.1192268,6.4464014,5.246987,8.8441,5.4595062,9.0882347,5.0115992,8.6260415
Paraguay,2004,4.2170183,6.5002888,5.1443421,8.7294848,5.3178744,8.9332726,4.9461027,8.543548
Paraguay,2005,4.5057984,6.7662694,5.7282224,9.2242818,5.9033276,9.4263906,5.5335151,9.0391289
Paraguay,2006,4.5006847,6.7733083,5.6593233,9.1010771,5.8228753,9.3118147,5.4819436,8.9133995
Paraguay,2007,4.688643,6.8987506,5.9547467,9.1308796,6.0898159,9.3266809,5.8150267,8.9512838
Paraguay,2008,4.5853321,7.0897227,5.9259325,9.5368631,6.0792272,9.7159018,5.7613293,9.3670731
Paraguay,2009,4.6920377,7.2490643,5.9360378,9.6644498,6.0964416,9.8046324,5.768236,9.5320201
Paraguay,2010,4.7007264,7.1491852,5.8936212,9.6179218,6.105638,9.7467705,5.6568645,9.4990112
Paraguay,2011,4.9553935,7.5228147,6.2627687,10.031833,6.3936197,10.171062,6.1202746,9.9070354
Paraguay,2012,4.8187989,7.5783512,6.0594911,10.041818,6.1857526,10.137484,5.9211112,9.9545282
Paraguay,2013,5.2297967,7.8392904,6.5767028,10.509595,6.6850884,10.54355,6.459283,10.47896
Paraguay,2014,5.2744079,7.9067902,6.7822818,10.418733,6.9069035,10.451673,6.6423131,10.388959
Paraguay,2015,5.4801136,8.039755,7.0685497,10.639422,7.2374441,10.650867,6.8906563,10.62931
Paraguay,2016,5.336415,7.9275052,6.8011292,10.446677,6.903482,10.358709,6.6939724,10.529317
Paraguay,2017,5.4910674,7.9623752,7.0506859,10.486765,7.1173949,10.476108,6.9807786,10.496576
Paraguay,2018,5.6140895,8.0172895,7.2706745,10.599112,7.3309256,10.659086,7.2069526,10.543163
Paraguay,2019,5.7710823,8.1998751,7.5187115,10.898823,7.5920002,10.981516,7.4428006,10.822827
Paraguay,2020,5.8802051,8.2343905,7.664377,10.878051,7.7331383,10.830356,7.5933643,10.922923
Paraguay,2021,5.9561589,8.376284,7.7651996,11.001535,7.6032652,10.982354,7.9332324,11.018956
Paraguay,2022,6.241645,8.67129,8.193833,11.4201,8.018784,11.30792,8.381836,11.52291
Paraguay,2023,6.4821,8.822452,8.371735,11.36156,8.255006,11.25778,8.490107,11.45603
Peru,1998,3.6366862,7.3295189,4.4577729,9.8464083,5.6133072,10.57682,3.36026,9.2015315
Peru,1999,3.6025162,7.3443006,4.3669522,9.8164043,5.4460738,10.658434,3.3643969,9.0715629
Peru,2000,3.8206046,7.2502757,4.563185,9.9330272,5.6826442,10.578569,3.5316279,9.3699828
Peru,2001,3.8485055,7.2846172,4.7139276,9.7698112,5.8634543,10.457811,3.5969346,9.159798
Peru,2002,3.9682201,7.4913418,4.964163,9.9019739,6.0668798,10.571457,3.8716617,9.3077683
Peru,2003,3.7530485,7.5695513,4.6476543,9.8369064,5.6251787,10.525156,3.6791327,9.219417
Peru,2003,3.8970318,7.6231284,4.7878547,9.9935113,5.8331595,10.681747,3.7636558,9.3632331
Peru,2004,4.1352421,7.7597808,4.9611815,10.036339,6.0063845,10.702965,3.8976588,9.4196673
Peru,2005,4.1634855,7.777946,4.9607519,10.051369,6.0656021,10.650267,3.8529774,9.5099153
Peru,2006,4.2867497,7.9290681,5.0989441,10.197327,6.1629982,10.824973,4.0306835,9.6309242
Peru,2007,4.4097319,8.0187786,5.3187721,10.475168,6.4534199,11.08974,4.1925367,9.9187296
Peru,2008,4.472272,8.0923382,5.2902187,10.52554,6.4050819,11.159736,4.1825777,9.9591274
Peru,2009,4.5745161,8.1585394,5.3623526,10.552316,6.509571,11.142858,4.2372262,10.025128
Peru,2010,4.6171495,8.1845113,5.3511647,10.5699,6.5123685,11.193927,4.2332441,10.009378
Peru,2011,4.7224901,8.240581,5.4876381,10.562203,6.5695906,11.10871,4.4385014,10.071767
Peru,2012,4.8554355,8.4170592,5.6144587,10.747974,6.7273129,11.217473,4.5320282,10.327129
Peru,2013,4.8829672,8.3896539,5.6135263,10.659544,6.6877171,11.20937,4.5682331,10.163816
Peru,2014,4.9535046,8.3713242,5.6368838,10.619282,6.7076759,11.166335,4.620322,10.135431
Peru,2015,4.9220862,8.2975653,5.8319943,10.64691,6.8563388,11.110509,4.8525756,10.239709
Peru,2016,4.9348516,8.3330191,5.8745604,10.67209,6.9520518,11.168628,4.8490483,10.226844
Peru,2017,4.9740621,8.3949679,5.895294,10.711943,6.9226223,11.201959,4.9117834,10.278371
Peru,2018,5.0665295,8.4501405,5.9825394,10.781798,7.0320772,11.314704,5.0020559,10.306344
Peru,2019,5.1355086,8.5330321,6.0827624,10.88588,7.145178,11.360082,5.0984755,10.465151
Peru,2020,5.485851,8.4595867,6.3981063,10.686944,7.3812828,11.158263,5.4773211,10.271496
Peru,2021,5.3540825,8.3763419,6.4108976,10.625838,7.4031014,11.06975,5.516266,10.244213
Peru,2022,5.4780059,8.4628411,6.5641977,10.761248,7.5918327,11.206186,5.6198236,10.3771
Uruguay,2006,5.7990978,7.4520978,6.9576905,9.418586,6.6977243,9.1743779,7.2550785,9.6279154
Uruguay,2007,5.8709835,7.4808569,6.9692511,9.5270665,6.6141781,9.2486265,7.3774116,9.7657708
Uruguay,2008,5.8104586,7.4483097,6.8964806,9.4554584,6.6361259,9.1182231,7.1926577,9.7422379
Uruguay,2009,5.8904704,7.5716633,6.9745384,9.5975975,6.7057554,9.2579355,7.2867262,9.8916369
Uruguay,2010,6.0530209,7.515729,7.2801729,9.501944,6.9909282,9.1737196,7.594944,9.7879284
Uruguay,2011,6.2379373,7.9718437,7.3422459,10.022053,7.0443191,9.6793047,7.6779507,10.327546
Uruguay,2012,6.3190686,7.9561143,7.5477505,10.068719,7.1031261,9.7121932,8.0366262,10.382068
Uruguay,2013,6.5020024,7.9236217,7.726308,10.003482,7.3463844,9.6812745,8.1355162,10.297905
Uruguay,2014,6.3886135,8.0467855,7.7488886,10.100645,7.3084127,9.7460116,8.2284506,10.429102
Uruguay,2015,6.595903,8.1037797,7.7196204,10.156168,7.4021595,9.8038553,8.0689634,10.482403
Uruguay,2016,6.7150285,8.1625219,7.9160435,10.170813,7.4922425,9.8284365,8.3835549,10.489417
Uruguay,2017,6.7891849,8.286134,7.9776257,10.307558,7.5873558,9.9452149,8.4102429,10.645668
Uruguay,2018,6.8380532,8.3736951,7.9532619,10.36254,7.5018311,9.9896564,8.419149,10.707932
Uruguay,2019,6.9261644,8.4526715,8.0818196,10.415154,7.6471822,10.035731,8.5517376,10.768903
Uruguay,2020,7.0208321,8.7700886,8.208982,10.570087,7.8228502,10.215044,8.6401409,10.901152
Uruguay,2021,7.4959527,9.0198085,8.2332577,10.417957,7.4453931,10.008942,9.0902501,10.80163
Venezuela,1989,4.6049192,6.5661649,6.6166541,8.8720252,6.8377292,9.233108,6.3882233,8.5413861
Venezuela,1992,4.9094669,6.8906177,7.0595531,9.280168,7.1629321,9.5767378,6.9528931,9.0112319
Venezuela,1995,5.3277714,7.2992286,7.3015606,9.5174662,7.3036098,9.6569648,7.2994968,9.3824209
Venezuela,1997,5.630265,7.8705425,7.7459984,10.370695,7.7230247,10.533131,7.7691831,10.214909
Venezuela,1998,5.6415136,7.6926341,7.7287956,10.033999,7.6528362,10.114216,7.8053766,9.9575863
Venezuela,1999,5.7173221,7.6140042,7.7955509,9.8768222,7.7012478,9.8595924,7.8899384,9.8938862
Venezuela,2000,5.7417113,7.5974818,7.7618151,9.8634535,7.6305968,9.787549,7.8934642,9.9372147
Venezuela,2001,6.1712944,6.3454739,8.3393639,8.5214301,8.1817676,8.438087,8.4963106,8.605674
Venezuela,2002,6.0052843,7.5424933,8.1295712,9.6906111,7.9484197,9.642372,8.3113897,9.7370706
Venezuela,2003,5.692074,7.0476892,7.6485583,9.3449029,7.4342481,9.224983,7.8700093,9.4593125
