country,year,year_cct,cct_name,years_edu_all_rural,years_edu_all_urban,years_edu_adult25_65_rural,years_edu_adult25_65_urban,years_edu_male_adult25_65_rural,years_edu_male_adult25_65_urban,years_edu_female_adult25_65_rural,years_edu_female_adult25_65_urban,enrollment3_5yo_rural,enrollment3_5yo_urban,enrollment6_12yo_rural,enrollment6_12yo_urban,enrollment13_17yo_rural,enrollment13_17yo_urban,enrollment18_23yo_rural,enrollment18_23yo_urban,literacy15_24_rural,literacy15_24_urban,literacy25_65_rural,literacy25_65_urban,literacy65_more_rural,literacy65_more_urban
Uruguay,2012,,,6.3190686,7.9561143,7.5477505,10.068719,7.1031261,9.7121932,8.0366262,10.382068,64.7,85.2,98.3,99.2,74.9,85.7,32.6,41,99.30882,98.938012,97.573073,98.736977,95.346003,96.908616
Uruguay,2013,,,6.5020024,7.9236217,7.726308,10.003482,7.3463844,9.6812745,8.1355162,10.297905,66,84.1,98,99.2,72.6,85.6,35,41.1,99.305704,98.911128,98.184697,98.765188,91.619506,96.739077
Uruguay,2014,,,6.3886135,8.0467855,7.7488886,10.100645,7.3084127,9.7460116,8.2284506,10.429102,72.7,86.3,99.3,99.2,76.3,86.4,30.2,41.5,98.032154,98.886309,98.330008,98.832717,92.846949,96.955557
Uruguay,2015,,,6.595903,8.1037797,7.7196204,10.156168,7.4021595,9.8038553,8.0689634,10.482403,74.9,86,99.1,99.3,81.2,87.6,34.4,43.4,99.150849,98.916447,97.931516,98.875486,95.090469,97.200674
Uruguay,2016,,,6.7150285,8.1625219,7.9160435,10.170813,7.4922425,9.8284365,8.3835549,10.489417,73.8,89.1,99.4,99.3,81.7,88.8,34.4,43.9,99.284519,99.142083,97.881734,98.83511,92.98882,97.376402
Uruguay,2017,,,6.7891849,8.286134,7.9776257,10.307558,7.5873558,9.9452149,8.4102429,10.645668,78.9,88.7,99.4,99.4,84.6,90.4,39.7,47.3,99.009176,98.928513,98.133006,98.881509,95.067881,97.646776
Uruguay,2018,,,6.8380532,8.3736951,7.9532619,10.36254,7.5018311,9.9896564,8.419149,10.707932,75.6,89.6,99.6,99.4,87.5,90.9,36.3,47.4,99.503126,98.831719,98.322032,98.935765,94.883837,98.020912
Uruguay,2019,,,6.9261644,8.4526715,8.0818196,10.415154,7.6471822,10.035731,8.5517376,10.768903,76.1,90.2,98.5,99.2,88.7,92.8,42.1,49.1,99.207547,99.010278,98.491941,98.977813,95.747572,98.007035
Venezuela,1989,,,4.6049192,6.5661649,6.6166541,8.8720252,6.8377292,9.233108,6.3882233,8.5413861,35.42221,38.485894,91.427498,94.979114,73.787208,79.676861,27.936677,39.788255,96.364969,99.083071,86.25864,96.17748,40.066759,77.201357
Venezuela,1992,,,4.9094669,6.8906177,7.0595531,9.280168,7.1629321,9.5767378,6.9528931,9.0112319,41.014362,46.663857,94.227289,96.261088,76.772204,81.043784,30.001565,44.887046,96.832004,98.962439,88.648426,96.644623,47.067668,80.70304
Venezuela,1995,,,5.3277714,7.2992286,7.3015606,9.5174662,7.3036098,9.6569648,7.2994968,9.3824209,50.460824,55.592976,95.907613,96.369408,77.257674,86.922382,31.745241,49.134261,96.729547,98.78584,89.55034,98.299587,49.907031,83.481677
Venezuela,1997,,,5.630265,7.8705425,7.7459984,10.370695,7.7230247,10.533131,7.7691831,10.214909,51.191365,63.809089,95.925204,97.469868,77.226857,85.26802,33.635172,50.517295,97.244366,99.029369,91.030449,97.906526,53.875841,83.881623
Venezuela,1998,,,5.6415136,7.6926341,7.7287956,10.033999,7.6528362,10.114216,7.8053766,9.9575863,48.763656,68.362832,95.491776,97.33143,76.77044,86.380248,33.185911,47.534163,97.311691,99.395993,91.543734,98.523007,53.565655,87.490387
Venezuela,1999,,,5.7173221,7.6140042,7.7955509,9.8768222,7.7012478,9.8595924,7.8899384,9.8938862,54.396568,69.645862,96.291421,98.341569,77.062466,82.241759,37.881297,44.654117,97.082601,98.949778,91.660702,97.68135,56.033668,85.961482
Venezuela,2000,,,5.7417113,7.5974818,7.7618151,9.8634535,7.6305968,9.787549,7.8934642,9.9372147,53.690245,69.910812,96.26162,97.774536,78.792255,84.37581,38.845588,41.828861,96.780162,98.824122,90.950879,96.643835,53.565809,84.003696
Venezuela,2001,,,6.1712944,6.3454739,8.3393639,8.5214301,8.1817676,8.438087,8.4963106,8.605674,57.248072,60.168398,96.725613,97.412396,80.252344,82.231533,40.566133,37.327696,97.234466,98.653044,92.586871,96.101968,62.410615,65.022153
Venezuela,2002,,,6.0052843,7.5424933,8.1295712,9.6906111,7.9484197,9.642372,8.3113897,9.7370706,57.786994,69.997049,96.058876,97.668202,79.851018,84.365118,40.094431,42.848019,97.364651,99.108019,91.972719,97.494747,56.791787,82.646649
Venezuela,2003,,,5.692074,7.0476892,7.6485583,9.3449029,7.4342481,9.224983,7.8700093,9.4593125,56.60576,60.833514,95.901079,96.643716,79.786064,84.584895,39.257748,46.684779,97.276897,98.229341,90.951394,95.939503,54.187945,73.380754
