country,year,year_cct,cct_name_x,years_edu_all_rural,years_edu_all_urban,years_edu_adult25_65_rural,years_edu_adult25_65_urban,years_edu_male_adult25_65_rural,years_edu_male_adult25_65_urban,years_edu_female_adult25_65_rural,years_edu_female_adult25_65_urban,enrollment3_5yo_rural,enrollment3_5yo_urban,enrollment6_12yo_rural,enrollment6_12yo_urban,enrollment13_17yo_rural,enrollment13_17yo_urban,enrollment18_23yo_rural,enrollment18_23yo_urban,literacy15_24_rural,literacy15_24_urban,literacy25_65_rural,literacy25_65_urban,literacy65_more_rural,literacy65_more_urban,cct_name_y,share_owners_rural,share_owners_urban,share_owners_mean,n_rooms_rural,n_rooms_urban,n_rooms_mean,person_per_room_rural,person_per_room_urban,person_per_room_mean,share_poor_dwellings_rural,share_poor_dwellings_urban,share_poor_dwellings_mean,dwellings_low_quality_rural,dwellings_low_quality_urban,dwellings_low_quality_mean,water_rural,water_urban,water_mean,hygienic_restrooms_rural,hygienic_restrooms_urban,hygienic_restrooms_mean,sewerage_rural,sewerage_urban,sewerage_mean,electricity_rural,electricity_urban,electricity_mean,telephone_rural,telephone_urban,telephone_mean,cct_active
Peru,2013,2005.0,Juntos,4.8829672,8.3896539,5.6135263,10.659544,6.6877171,11.20937,4.5682331,10.163816,72.41287,80.558745,98.381084,99.187593,88.612878,94.937438,34.894621,52.904379,97.637527,99.280744,80.751691,96.866515,49.003435,82.831301,Juntos,87.175985,64.708151,70.200074,2.9962368,3.641407,3.4806182,1.6461551,1.3036767,1.3890288,6.3275989,5.832137,5.9556294,20.408544,11.177473,13.478032,53.987217,89.757086,81.013681,45.028364,88.449423,77.8358,14.642512,84.577337,67.482823,71.597192,98.779725,92.135365,63.686736,92.509362,85.464106,1
Peru,2014,2005.0,Juntos,4.9535046,8.3713242,5.6368838,10.619282,6.7076759,11.166335,4.620322,10.135431,75.380429,80.182876,98.440539,99.401835,89.602798,95.241512,36.658379,52.480019,98.093541,99.265657,80.974261,96.708558,48.0829,81.838182,Juntos,87.437097,64.977554,70.469777,2.9742032,3.6264733,3.4640829,1.5804966,1.2935322,1.3649754,5.8628894,5.6613838,5.711551,20.287133,11.111733,13.396058,62.290073,91.092603,84.049276,44.706562,88.445946,77.749982,15.135095,84.666153,67.663132,74.504761,98.880892,92.919989,69.609522,92.995285,87.276566,1
Peru,2015,2005.0,Juntos,4.9220862,8.2975653,5.8319943,10.64691,6.8563388,11.110509,4.8525756,10.239709,79.415768,78.496492,98.771379,98.918362,91.08782,95.285259,34.73014,52.976603,98.046656,99.34879,82.208255,96.879267,50.063113,82.2162,Juntos,86.372723,64.541106,69.774393,2.8750732,3.4920102,3.3418861,1.5977331,1.3042034,1.3756303,5.0791918,5.3874576,5.3124354,19.849712,12.253646,14.102056,62.855759,90.356968,83.764615,43.615993,88.358914,77.633527,16.731683,84.625007,68.350205,77.92171,98.874896,93.852179,73.609758,94.039115,89.141965,1
Peru,2016,2005.0,Juntos,4.9348516,8.3330191,5.8745604,10.67209,6.9520518,11.168628,4.8490483,10.226844,80.816723,81.450683,98.841241,99.207214,90.792681,96.34988,37.536859,54.450299,97.567182,99.308507,82.714134,96.676518,52.34212,82.889853,Juntos,84.968731,63.510176,68.595662,2.8850854,3.4921986,3.3463962,1.568081,1.295797,1.3611879,4.2710655,5.5887292,5.2722709,19.956169,12.062395,13.95814,67.118056,92.381622,86.394382,44.739935,89.234577,78.689744,17.249399,85.367778,69.22433,78.933198,98.892099,94.162018,76.79259,94.956639,90.651921,1
Peru,2017,2005.0,Juntos,4.9740621,8.3949679,5.895294,10.711943,6.9226223,11.201959,4.9117834,10.278371,81.239406,83.487416,99.153218,99.451503,93.508226,96.090815,38.132929,55.204684,97.806041,99.408648,82.283299,96.810466,51.928281,83.737133,Juntos,85.118729,64.31679,69.19548,2.9104976,3.5391579,3.3896567,1.5022447,1.2666354,1.3226654,3.9970187,5.840494,5.402082,19.343647,11.876787,13.652475,67.809421,91.731397,86.120964,44.658578,89.454199,78.948259,18.720758,85.85185,70.107561,81.349538,98.947961,94.820594,78.919128,95.340599,91.489263,1
Peru,2018,2005.0,Juntos,5.0665295,8.4501405,5.9825394,10.781798,7.0320772,11.314704,5.0020559,10.306344,81.882546,84.321821,99.316146,99.585374,93.755969,96.93738,37.852126,57.83768,98.033759,99.295115,82.806416,96.908732,52.955709,84.865,Juntos,85.907323,65.17476,69.956643,2.9101008,3.5329363,3.3870825,1.4650002,1.2439912,1.2957464,3.1722956,4.9247086,4.5143367,18.446921,11.118082,12.834328,70.075755,92.8381,87.588057,44.495443,89.752,79.313757,19.772571,86.589187,71.178204,82.302849,99.036842,95.177214,80.115557,95.654438,92.070458,1
Peru,2019,2005.0,Juntos,5.1355086,8.5330321,6.0827624,10.88588,7.145178,11.360082,5.0984755,10.465151,82.568385,85.14486,99.055134,98.962049,93.66222,97.250234,38.814541,57.025557,98.201206,99.341245,83.149146,96.873711,52.714855,85.225935,Juntos,86.214329,65.475334,70.165143,2.9400656,3.5421526,3.4041119,1.436485,1.2337177,1.2802062,2.7906517,5.7538827,5.074502,18.748734,10.816683,12.635266,72.645872,92.788716,88.233718,44.409395,90.16509,79.818135,21.940899,87.898008,72.98281,83.459035,99.085709,95.551974,81.37533,96.400932,93.003121,1
Peru,2020,2005.0,Juntos,5.485851,8.4595867,6.3981063,10.686944,7.3812828,11.158263,5.4773211,10.271496,82.178634,74.563951,98.679623,97.769304,94.76341,95.956773,37.985159,47.59256,99.134492,99.618385,87.898666,97.483198,57.456587,84.361866,Juntos,87.240351,65.569897,70.208051,2.9271171,3.4519934,3.3383728,1.4517753,1.2516453,1.2949677,2.6969503,2.5063888,2.5476399,16.964898,11.228606,12.470349,75.432263,90.930366,87.613288,50.27488,87.97688,79.907475,23.148031,84.759463,71.572692,85.872021,98.994951,96.186234,88.219961,97.495733,95.510428,1
Peru,2021,2005.0,Juntos,5.3540825,8.3763419,6.4108976,10.625838,7.4031014,11.06975,5.516266,10.244213,79.797935,76.96841,99.068224,97.75959,93.110235,96.294248,35.967435,51.760286,98.650252,99.206348,84.626431,96.736648,56.250705,85.282245,Juntos,85.117869,62.306772,67.241324,2.8705172,3.3018778,3.2072013,1.3775775,1.2504383,1.2783433,2.5383747,4.2952664,3.9098241,17.158871,12.143943,13.244162,74.27221,90.628003,87.089878,50.891198,88.004297,79.975901,22.175415,84.936815,71.360116,83.559247,98.904849,95.585251,85.360874,97.199283,94.63837,1
Peru,2022,2005.0,Juntos,5.4780059,8.4628411,6.5641977,10.761248,7.5918327,11.206186,5.6198236,10.3771,84.374005,78.738894,99.210035,99.078823,94.086904,97.1258,35.859877,53.020283,98.767007,99.422269,85.16676,96.679259,58.312987,85.127757,Juntos,84.645847,62.845564,67.454921,2.9339316,3.3090331,3.2287288,1.3647972,1.2551357,1.2786128,2.5841648,5.310203,4.7265939,16.979963,11.893853,12.982723,74.08587,90.032856,86.661095,49.549734,87.424137,79.416139,22.739756,84.364998,71.335227,84.954727,98.71833,95.808214,86.160024,97.276907,94.926402,1
